Source,Updated,Provider,Organization_Name,Location_Address,Location_Directions,Longitude,Latitude,Email,Phone,Website,Location_Services
AmeriCorps,23-Mar,Farm/Producer,Hermit Creek Farm,"65554 Springbrook Road
Highbridge, WI 54846","https://www.google.com/maps/dir//46.35117,-90.8007",-90.8007,46.35117,landishcfarm@gmail.com,715-492-5969,www.hermitcreekfarm.com,This farm is interested in: Local Procurement
AmeriCorps,23-May,Farm/Producer,Pleasant Springs Orchard LLC,"2722 Williams Drive
Stoughton, WI 53589","https://www.google.com/maps/dir//42.99619,-89.2087",-89.2087,42.99619,pleasantspringsorchard@gmail.com,920-860-9097,www.pleasantspringsorchard.com,This farm is interested in: Local Procurement
AmeriCorps,23-Feb,Farm/Producer,"Full Harvest Farm, LLC","7112 County Rd. S
Hartford, WI 53027","https://www.google.com/maps/dir//43.38509,-88.3913",-88.3913,43.38509,fullharvestfarm@yahoo.com,262-269-4002,www.fullharvestfarm.com,"This farm is interested in: Local Procurement. Details on current relationship with schools and Farm to School programs: Selling to schools has been a very inconsistent option. We've had good relations with schools in the past, but never anything regular. Schools often want produce in the winter and early spring, times when we have nothing left in our cooler, or nothing ready to harvest."
AmeriCorps,23-Mar,Farm/Producer,Tapped Maple Syrup,"4501 Nicolet Ave
Stevens Point, WI 54481","https://www.google.com/maps/dir//44.50118,-89.5348",-89.5348,44.50118,solinssyrup@gmail.com,715-498-4733,www.tappedmaplesyrup.com,This farm is interested in: Local Procurement
AmeriCorps,23-May,Farm/Producer,Jay's Hilltop Sugarhouse,"9557 Jerome St
Nelsonville, WI 54458","https://www.google.com/maps/dir//44.49666,-89.3065",-89.3065,44.49666,jayshilltopsugarhouse@gdfarm.com,715-570-3252,https://jayshilltopsugarhouse.com/,This farm is interested in: Local Procurement
AmeriCorps,23-Mar,Farm/Producer,Goodman Youth Farm (Rooted),"2702 International Lane Suite 200
Madison, WI 53704","https://www.google.com/maps/dir//43.12655,-89.3505",-89.3505,43.12655,travus@rootedwi.org,608-240-0409,https://www.rootedwi.org/,This farm is interested in: Agricultural Education. Details on current relationship with schools and Farm to School programs: We primarily host field trips at our site in Madison from April through October. We do some classroom visits in the winter time upon request.
AmeriCorps,23-Apr,Farm/Producer,In A Flash Red Angus,"8077 County Road S 
Pulaski, WI 54162","https://www.google.com/maps/dir//44.71695,-88.1707",-88.1707,44.71695,Information unavailable,920-822-3124,Information unavailable,This farm is interested in: Agricultural Education. Details on current relationship with schools and Farm to School programs: Howard/Suamico School District with AmeriCorps David Lee Schneider
AmeriCorps,23-Mar,Farm/Producer,Johnson Family Pastures,"872 320th Ave.
Clam Falls WI 54837","https://www.google.com/maps/dir//45.66857,-92.3398",-92.3398,45.66857,farmer@johnsonfamilypastures.com,262-354-5737,www.JohnsonFamilyPastures.com,This farm is interested in: Local Procurement. Details on current relationship with schools and Farm to School programs: Former farm to school americorp member. Madison REAP Food Group 2010-2011
AmeriCorps,23-Jan,Farm/Producer,Circadian Organics,"57196 Rush Creek Road
Ferryville, WI 54628","https://www.google.com/maps/dir//43.42141,-91.0089",-91.0089,43.42141,circadianorganics@gmail.com,608-606-5708,circadianorganics.com,"This farm is interested in: Local Procurement, Agricultural Education. Details on current relationship with schools and Farm to School programs: Participated in farm to school programs throughout middle and high school, worked in institutional food procurement and sustainability metrics in college, presented at Farm to Cafeteria conference. Close to my heart and would love to sell to schools and teach kids about local food systems! Would also be happy to help at school gardens."
AmeriCorps,23-Apr,Farm/Producer,"Marshview Farm, LLC","52404 Hwy 60
Wauzeka, WI 53826","https://www.google.com/maps/dir//43.08204,-90.9102",-90.9102,43.08204,bruce@marshviewfarm.com,608-875-6203,Information unavailable,This farm is interested in: Local Procurement. Details on current relationship with schools and Farm to School programs: We have presented at the Wauzeka-Steuben School District in the past and we have hosted field trips. We supplied 450 pounds of asparagus to REAP Food Group in Madison in 2017 for use in the Madison School System.
AmeriCorps,23-Jan,Farm/Producer,"Driftless Organics, LLC","52450 McManus Road
Soldiers Grove, WI 54655","https://www.google.com/maps/dir//43.38752,-90.9163",-90.9163,43.38752,josh.engel@driftlessorganics.com,608-624-3735,driftlessorganics.com,"This farm is interested in: Local Procurement, Agricultural Education. Details on current relationship with schools and Farm to School programs: We work very sporadically with a few schools locally and work regularly with schools in Madison and Minneapolis."
AmeriCorps,23-Apr,Farm/Producer,Apple-Licious Orchard,"4541 Shawano Avenue
Green Bay, WI 54313","https://www.google.com/maps/dir//44.58695,-88.1585",-88.1585,44.58695,Appleliciousorchard@gmail.com,920-764-2775,Appleliciousorchard.com,"This farm is interested in: Local Procurement, Agricultural Education. Details on current relationship with schools and Farm to School programs: Member of BayPort High School alumni, donate to their FFA program yearly. Donate to Pulaski Pantry through their Pace program."
AmeriCorps,2021,Farm/Producer,Garden Spot,"3654 State Highway 22 
Oconto, WI 54153","https://www.google.com/maps/dir//44.89276,-87.9458",-87.9458,44.89276,Information unavailable,920-835-1237,Information unavailable,This farm is interested in: Local Procurement. Details on current relationship with schools and Farm to School programs: Produced carrots and potatoes for Howard Suamico School District thru AmeriCorps David Lee Schneider
AmeriCorps,23-Jul,Farm/Producer,Two Guernsey Girls Creamery LLC,"W1872 County Rd UU 
Freedom, WI 54130","https://www.google.com/maps/dir//44.35845,-88.2799",-88.2799,44.35845,twoguernseygirlscreamery@gmail.com,920-810-1320,www.twoguernseygirlscreamery.com,"This farm is interested in: Local Procurement, Agricultural Education"
AmeriCorps,23-Mar,Farm/Producer,Cattail Organics,"247011 Baldwin Creek Rd
Athens, WI 54411","https://www.google.com/maps/dir//45.1095,-90.0785",-90.0785,45.1095,cattailorganicfarm@gmail.com,715-432-4683,cattailorganics.com,"This farm is interested in: Local Procurement, Agricultural Education. Details on current relationship with schools and Farm to School programs: Work with Marshfield, Wausau, Abbotsford, Spencer, DC Everest"
AmeriCorps,2021,Farm/Producer,"Wells Farms Premium Beef, LLC","W4628 Hall Road
Rio, WI 53960","https://www.google.com/maps/dir//43.35642,-89.2329",-89.2329,43.35642,wellsfarmsbeef@gmail.com,608-444-2100,www.wellsfarmsbeef.com,"This farm is interested in: Local Procurement, Agricultural Education. Details on current relationship with schools and Farm to School programs: We have donated ground beef and chuck roasts to Rio Local Schools and they have used the meat to provide lunches to their students on multiple occasions."
AmeriCorps,23-Mar,Farm/Producer,Bosben Rd Beef Co,"2987 Bosben Rd 
Deerfield, WI 53531","https://www.google.com/maps/dir//43.01129,-89.1273",-89.1273,43.01129,bosbenrdbeefco@gmail.com,608-772-9597,www.bosbenrdbeefco.com,"This farm is interested in: Local Procurement, Agricultural Education"
AmeriCorps,23-Mar,Farm/Producer,Hunger Family Farms,"W441 Buehler Valley Road
Fountain City WI 54629","https://www.google.com/maps/dir//44.15885,-91.6193",-91.6193,44.15885,njhungerfamily@gmail.com,608-484-1882,Information unavailable,"This farm is interested in: Local Procurement, Agricultural Education. Details on current relationship with schools and Farm to School programs: Previous Food Safety Professional in WI and current Food Safety Professional at MN Dept of Ag"
AmeriCorps,23-Mar,Farm/Producer,Prairie Bluff Farm,"1762 South Sharpe's Corner Rd
Mt Horeb, WI 52572","https://www.google.com/maps/dir//42.94982,-89.689",-89.689,42.94982,prairiebluffmom@gmail.com,608-535-6924,Prairieblufffarm.com,"This farm is interested in: Local Procurement, Agricultural Education"
AmeriCorps,23-Mar,Farm/Producer,May Hill Farm,"W4855 Super Drive
Campbellsport, WI 53010","https://www.google.com/maps/dir//43.60299,-88.3989",-88.3989,43.60299,carrie@mayhillfarmwi.com,9206807443,mayhillfarmwi.com,This farm is interested in: Local Procurement
AmeriCorps,23-Mar,Farm/Producer,Jumping Spider Farm,"2299 Spring Rose Road
Verona, WI 53593
(at the Farley Center)","https://www.google.com/maps/dir//42.98322,-89.61",-89.61,42.98322,jumpingspiderfarm@gmail.com,6087204386,www.jumpingspiderfarm.com,"This farm is interested in: Local Procurement, Agricultural Education"
AmeriCorps,23-Mar,Farm/Producer,Rice River Farms,"1210 Basswood Avenue
Spooner, WI 54801","https://www.google.com/maps/dir//45.81668,-91.9026",-91.9026,45.81668,lisa@chieftainwildrice.com,800-262-6368,www.chieftainwildrice.com,This farm is interested in: Local Procurement. Details on current relationship with schools and Farm to School programs: We have worked with Farm to School in the past and offer allergen and gluten free products.
AmeriCorps,23-Mar,Farm/Producer,Red Door Family Farm,"245423 State Hwy 97
Athens WI 54411","https://www.google.com/maps/dir//45.09559,-90.0956",-90.0956,45.09559,reddoorfamilyfarm@gmail.com,715-409-1739,reddoorfamilyfarm@gmail.com,This farm is interested in: Local Procurement
AmeriCorps,23-Apr,Farm/Producer,Okray Family Farms,"3001 River Drive
Plover, WI 54467","https://www.google.com/maps/dir//44.46035,-89.5493",-89.5493,44.46035,alex@okray.com,715-344-2526,www.okray.com,This farm is interested in: Local Procurement
AmeriCorps,23-Apr,Farm/Producer,Seasonal Harvest LLC,"5291 Cottonwood Ln
De Pere, WI 54115","https://www.google.com/maps/dir//44.40881,-88.0432",-88.0432,44.40881,darren@seasonalharvestgb.com,920-265-9585,Information unavailable,"This farm is interested in: Local Procurement, Agricultural Education"
AmeriCorps,23-Mar,Farm/Producer,Meadowlark Community Mill / Meadowlark Organics Farm,"3630 Ridgevue Road
Ridgeway, WI 53582","https://www.google.com/maps/dir//42.98971,-90.013",-90.013,42.98971,team@meadowlarkmill.com,608-636-6795,meadowlarkmill.com,"This farm is interested in: Local Procurement, Agricultural Education"
AmeriCorps,23-Apr,Farm/Producer,Tomato Mountain Farm,"N7720 Sandy Hook Rd.
Brooklyn, WI 53521","https://www.google.com/maps/dir//42.78547,-89.4651",-89.4651,42.78547,cmolek@tomatomountain.com,773-709-7848,tomatomountain.com,"This farm is interested in: Local Procurement. Details on current relationship with schools and Farm to School programs: I am pretty sure we participated in the program in the past with our spinach; we don't have a lot of extra spinach, but we do have a lot of extra carrots this year!"
AmeriCorps,23-Jul,Farm/Producer,Creamery Creek Farms,"W1250 County Road U
Bangor, WI 54614","https://www.google.com/maps/dir//43.89297,-90.9693",-90.9693,43.89297,louisa@creamerycreekfarms.com,608-461-0554,www.creamerycreekfarms.com,"This farm is interested in: Local Procurement. Details on current relationship with schools and Farm to School programs: New members of DATCP's Farm to School program in 2022, currently working with 4 schools/districts."
AmeriCorps,23-Mar,Farm/Producer,Hundred Acre,"3945 N 31st St, Suite D, Milwaukee, WI 53216","https://www.google.com/maps/dir//43.08876,-87.9527",-87.9527,43.08876,chris@hundred-acre.org,9174469745,hundred-acre.org,"This farm is interested in: Local Procurement, Agricultural Education. Details on current relationship with schools and Farm to School programs: Marquette, MSOE, MPS, MKE charter, Escuela Verde, Outpost"
AmeriCorps,23-Mar,Farm/Producer,Berge's Beef,"E9692 990th Ave
Colfax, WI 54730","https://www.google.com/maps/dir//45.03305,-91.6732",-91.6732,45.03305,bergesbeef@hotmail.com,715-308-1670,www.bergesbeef.com,"This farm is interested in: Local Procurement, Agricultural Education"
AmeriCorps,23-Oct,Farm/Producer,ParKelm Farm,"W2956 State Road 23
Green Lake, WI 54941","https://www.google.com/maps/dir//43.83857,-89.0298",-89.0298,43.83857,parkelmfarm@gmail.com,1-920-767-1108,parkelm.farm,"This farm is interested in: Local Procurement, Agricultural Education. Details on current relationship with schools and Farm to School programs: Former agriculture and science teacher, now Extension Educator"
AmeriCorps,23-Oct,Farm/Producer,Copper Ridge Ranch,"N4910 County Road B
Montello, WI 53949","https://www.google.com/maps/dir//43.81866,-89.3866",-89.3866,43.81866,rmm1035@gmail.com,608-852-9319,Information unavailable,This farm is interested in: Local Procurement
